time,pair,session,direction,entry,sl,tp,risk_per_unit,dollar_risk,qty,fee_r,ob_h,ob_l,ob_o,ob_c
2026-02-22T09:45:33.061153+00:00,FLOW/USDT:USDT,london,long,0.03878,0.0386,0.039194,0.0001799999999999996,0.7551064209700002,4195.0356720555665,0.0862,0.03908,0.0386,0.03901,0.0387
2026-02-22T09:45:33.791750+00:00,ESP/USDT:USDT,london,long,0.07496,0.07396,0.07726,0.0010000000000000009,0.7551064209700002,755.1064209699996,0.03,0.07479,0.07396,0.07464,0.07415
2026-02-22T10:15:33.841148+00:00,MNT/USDT:USDT,london,long,0.6292,0.6271,0.63403,0.0020999999999999908,0.7404796562900002,352.6093601380969,0.1198,0.6306,0.6278,0.6304,0.6287
2026-02-22T10:15:33.849561+00:00,MNT/USDT:USDT,london,long,0.6292,0.6271,0.63403,0.0020999999999999908,0.7404796562900002,352.6093601380969,0.1198,0.6306,0.6278,0.6304,0.6287
2026-02-22T10:56:02.903083+00:00,HYPE/USDT:USDT,london,short,29.646,29.7375,29.463,0.09149999999999991,2.152475426111109,23.524321596842743,0.1296,29.707,29.583,29.637,29.674
2026-02-22T11:30:37.726390+00:00,BTR/USDT:USDT,london,long,0.20267,0.2006,0.20743099999999998,0.0020699999999999885,6.851292261374611,3309.803024818671,0.0392,0.20468,0.20129,0.20395,0.20162
2026-02-22T11:45:37.829506+00:00,HMSTR/USDT:USDT,london,long,0.0001761,0.00017535,0.00017759999999999998,7.499999999999911e-07,1.2703278986371231,1693770.531516184,0.0939,0.0001768,0.0001756,0.0001766,0.000176
2026-02-22T12:10:38.606470+00:00,BERA/USDT:USDT,london,short,0.588,0.59535,0.5732999999999998,0.007350000000000079,10.171899314000001,1383.9318794557676,0.032,0.5929,0.5883,0.5899,0.5919
2026-02-22T12:45:37.076924+00:00,LYN/USDT:USDT,london,long,0.30975,0.30769499999999994,0.3144765000000002,0.0020550000000000845,1.1657080230755927,567.2545124455206,0.0603,0.31159,0.30838,0.30982,0.30881
2026-02-22T13:00:39.356431+00:00,AZTEC/USDT:USDT,london,short,0.03056,0.03134,0.028766000000000003,0.0007799999999999994,4.371836229895284,5604.918243455497,0.0157,0.03108,0.030726,0.030796,0.031008
2026-02-22T13:10:07.430247+00:00,C98/USDT:USDT,london,short,0.02685,0.027292499999999997,0.0260866875,0.00044249999999999845,0.22969209954469197,519.0781910614526,0.0243,0.027145,0.026991,0.02704,0.027078
2026-02-22T14:05:38.277943+00:00,ENSO/USDT:USDT,london,short,1.9445,1.9576250000000002,1.9182499999999993,0.013125000000000275,1.050322945375,80.02460536190308,0.0593,1.955,1.937,1.9476,1.9528
