symbol,strategy,tf,side,entry_price,stop_dist,conviction,grade,source,entry_ts,outcome,pnl_r,exit_ts,ema8_slope,ema21_slope,price_vs_ema8,price_vs_ema21,ema8_21_spread,ema_ribbon_width,atr_pct,atr_expansion,stop_atr_ratio,rsi,rsi_roc,bb_position,bb_width_pct,vol_ratio,vol_trend,body_ratio,upper_wick_ratio,lower_wick_ratio,body_direction,range_5bar_pct,range_20bar_pct,position_in_range,momentum_10,momentum_20,direction_alignment
BNB/USDT:USDT,BB_BREAK,1h,short,612.6,4.949262,77.1,A,hunter,2026-02-27T13:50:10.312457+00:00,win,0.1691,2026-02-27T17:59:11.615392+00:00,-1.4539,-0.6487,-0.9626,-1.5473,-0.5904,-0.4632,0.8146,0.9838,0.9914,34.69,-21.45,0.0055,3.6131,1.6828,1.6246,0.194,0.2388,0.5672,-1.0,3.3611,3.9648,0.1564,-2.9454,-1.1292,3.0
VVV/USDT:USDT,DONCHIAN,15m,short,4.6262,0.114517,79.8,A,hunter,2026-02-27T14:39:03.908122+00:00,loss,-0.3978,2026-02-27T14:49:05.211338+00:00,-3.4367,-1.87,-3.3004,-5.3006,-2.0684,-1.7069,2.4911,1.0108,0.9944,32.23,-13.84,-0.0141,13.7114,0.7994,0.9572,0.7244,0.1001,0.1755,-1.0,6.7595,13.1297,0.0269,-5.241,-10.4033,3.0
ZEC/USDT:USDT,EMA_RIB,15m,short,222.61,1.915801,84.3,A+,hunter,2026-02-27T16:00:27.412849+00:00,loss,-0.3547,2026-02-27T16:33:35.164940+00:00,-0.4707,-0.8247,-0.4026,-1.5894,-1.1916,-0.6906,0.8836,0.9636,0.9743,29.74,2.72,0.2312,4.1414,1.0505,0.7705,0.5114,0.0,0.4886,-1.0,1.1818,5.6572,0.1072,-1.5309,-4.3742,1.0
PIPPIN/USDT:USDT,MTF_RSI,15m,short,0.6655,0.030322,78.4,A,hunter,2026-02-27T16:49:16.618444+00:00,win,1.6721,2026-02-27T18:38:30.820464+00:00,9.4509,1.3383,7.5362,7.5986,0.0581,1.0244,4.5628,1.2194,1.0016,58.46,35.57,0.8458,26.4957,0.3238,1.4356,0.5734,0.3825,0.0441,-1.0,22.1398,23.2973,0.8545,21.0299,4.9459,-1.0
ARB/USDT:USDT,EMA_RIB,15m,short,0.10011,0.00113,74.4,A,hunter,2026-02-27T16:49:19.664420+00:00,loss,-0.3975,2026-02-27T17:37:01.867468+00:00,-0.8678,-0.9569,-0.7557,-2.038,-1.2921,-0.85,1.1273,0.823,1.0009,30.65,-0.06,0.119,4.8435,0.2071,0.633,0.8113,0.0377,0.1509,-1.0,1.2081,5.0619,0.0158,-1.5723,-3.8125,3.0
ENA/USDT:USDT,EMA_RIB,15m,short,0.10225,0.000996,77.2,A,hunter,2026-02-27T16:54:49.465793+00:00,loss,-0.408,2026-02-27T17:38:21.870200+00:00,-0.3514,-0.331,-1.1997,-1.7396,-0.5465,-0.3448,0.9728,1.0053,1.0017,32.99,-8.36,-0.3265,1.7626,1.4584,0.8046,0.7346,0.1173,0.1481,-1.0,2.543,3.3842,0.2168,-1.8998,-1.1696,3.0
VVV/USDT:USDT,EMA_RIB,15m,short,4.5988,0.100342,77.9,A,hunter,2026-02-27T17:21:57.761954+00:00,,0.0,,-0.25,-1.0444,-0.918,-2.6213,-1.7191,-1.0424,2.2078,0.878,0.9887,38.19,-1.12,0.2708,11.4632,0.2841,0.6008,0.7679,0.1674,0.0647,-1.0,3.0869,10.7921,0.1177,-1.3562,-7.9184,3.0
MIRA/USDT:USDT,EMA_RIB,15m,short,0.09294,0.001391,77.8,A,hunter,2026-02-27T18:05:10.211660+00:00,loss,-0.4,2026-02-27T19:02:13.705901+00:00,-0.8222,-1.2205,-0.6186,-2.2971,-1.6889,-0.9478,1.4766,0.7459,1.013,31.57,2.06,0.159,5.0049,0.1249,0.7907,0.7024,0.0476,0.25,-1.0,1.3011,5.3656,0.0581,-1.6705,-3.125,3.0
ARB/USDT:USDT,EMA_RIB,15m,short,0.10124,0.001071,75.1,A,hunter,2026-02-27T18:10:36.032993+00:00,win,1.5402,2026-02-27T20:02:18.400485+00:00,-0.0631,-0.5852,0.3612,-0.439,-0.7973,-0.4161,1.0694,0.8513,0.9894,44.78,12.36,0.5063,3.1196,0.317,0.5714,0.8571,0.0714,0.0714,-1.0,2.4597,3.6946,0.5,0.2674,-0.9976,1.0
ZEC/USDT:USDT,EMA_RIB,15m,short,219.67,1.887022,88.2,A+,hunter,2026-02-27T18:10:39.189835+00:00,win,1.4013,2026-02-27T19:17:26.745351+00:00,-0.6374,-0.7077,-0.7859,-1.737,-0.9585,-0.5424,0.8577,0.9573,1.001,28.18,-2.97,0.0335,3.1815,1.9005,0.8891,0.5248,0.2219,0.2533,-1.0,1.8838,4.1452,0.1065,-1.6469,-2.6317,1.0
AAVE/USDT:USDT,EMA_RIB,15m,short,112.99,0.914168,76.0,A,hunter,2026-02-27T18:53:43.351178+00:00,,0.0,,0.1872,-0.3223,-0.2966,-0.9308,-0.6361,-0.3334,0.8097,0.9194,0.9989,37.01,5.67,0.2863,3.7019,0.2453,0.4952,0.7841,0.0455,0.1705,-1.0,1.106,3.7692,0.2347,-0.1325,-2.5858,1.0
VVV/USDT:USDT,EMA_RIB,15m,short,4.4579,0.090664,77.0,A,hunter,2026-02-27T19:10:00.498219+00:00,loss,-1.095,2026-02-27T20:09:16.213692+00:00,-1.7703,-1.6231,-1.525,-3.5835,-2.0904,-1.2831,2.0756,0.8524,0.9804,32.22,-5.38,-0.0124,5.8627,0.3482,0.6589,0.5987,0.1764,0.2249,-1.0,3.3577,7.4831,0.0417,-4.3043,-5.0102,3.0
XAUT/USDT:USDT,EMA_RIB,15m,long,5248.5,15.7455,84.6,A+,hunter,2026-02-27T20:25:39.124210+00:00,win,0.7351,2026-02-27T22:51:10.189292+00:00,0.222,0.1753,0.2338,0.4543,0.2199,0.1385,0.1964,0.8287,1.5274,73.13,6.59,1.0471,0.7684,1.9766,0.7647,0.6231,0.3385,0.0385,1.0,0.4039,0.8498,0.9013,0.5768,0.6366,1.0
POWER/USDT:USDT,EMA_RIB,15m,short,1.40813,0.051536,81.6,A+,hunter,2026-02-27T21:14:35.018093+00:00,loss,-1.1213,2026-02-27T21:51:35.755095+00:00,-0.0642,-0.6387,-0.2075,-1.2331,-1.0277,-0.6164,3.6828,0.7623,0.9949,45.99,0.72,0.4045,11.3959,0.5506,0.5726,0.5116,0.4635,0.0249,-1.0,4.268,19.6289,0.2188,0.5332,-7.2205,1.0
ENA/USDT:USDT,EMA_RIB,15m,short,0.10116,0.000702,80.5,A+,hunter,2026-02-27T22:25:06.456217+00:00,win,1.3166,2026-02-27T22:35:38.832277+00:00,-0.3941,-0.3469,-0.485,-0.9487,-0.4659,-0.2786,0.7037,0.834,0.9863,34.98,-9.48,0.0799,2.113,1.2542,0.7707,0.3274,0.2212,0.4513,-1.0,1.8189,2.7086,0.1861,-0.8527,-1.4515,3.0
PUMPFUN/USDT:USDT,EMA_RIB,15m,short,0.001776,1.4e-05,76.7,A,hunter,2026-02-27T22:30:35.718055+00:00,win,0.1995,2026-02-27T22:36:44.603389+00:00,-0.2733,-0.292,-0.3435,-0.7522,-0.4102,-0.2107,0.7607,0.8161,0.9996,38.13,-5.71,0.2159,2.283,0.0327,0.6334,0.8966,0.0,0.1034,-1.0,1.3063,2.545,0.0929,-0.454,-1.5739,3.0
BNB/USDT:USDT,EMA_RIB,15m,short,607.1,2.151202,78.9,A,hunter,2026-02-27T22:35:59.744422+00:00,loss,-1.187,2026-02-27T22:41:39.394730+00:00,-0.1645,-0.0753,-0.3673,-0.4681,-0.1012,-0.0627,0.3558,0.9058,0.9951,37.6,-14.21,-0.0434,0.8223,2.7073,0.9914,0.3864,0.0227,0.5909,-1.0,1.1685,1.2508,0.3421,-0.4913,-0.7027,3.0
VVV/USDT:USDT,BB_BREAK,15m,long,4.671,0.073366,78.1,A,hunter,2026-02-28T00:09:42.084857+00:00,win,0.1877,2026-02-28T00:22:10.755342+00:00,1.8889,0.5747,2.3939,2.8715,0.4664,0.5299,1.5853,0.9386,0.991,62.86,18.03,1.1908,5.0677,2.5449,1.2322,0.5544,0.3061,0.1396,1.0,4.82,7.2547,0.8828,5.3985,4.4578,3.0
ATH/USDT:USDT,BB_BREAK,15m,long,0.006476,0.000142,86.6,A+,hunter,2026-02-28T00:26:07.661372+00:00,win,0.8105,2026-02-28T00:33:01.285952+00:00,4.8326,2.1082,7.3663,9.9587,2.4145,1.9938,2.2718,1.1779,0.9628,79.69,23.83,1.3244,12.568,3.726,2.6569,0.6116,0.1295,0.259,1.0,12.0192,14.3056,0.9492,13.861,12.3005,1.0
VVV/USDT:USDT,EMA_RIB,1h,long,4.7327,0.167648,80.2,A+,hunter,2026-02-28T00:42:25.733986+00:00,,0.0,,-0.4857,-0.3566,3.2153,3.3001,0.0821,-0.2421,3.5127,1.01,1.0053,58.48,13.0,0.483,20.9255,0.8748,0.4936,0.7994,0.1038,0.0968,1.0,8.3411,19.3529,0.4099,2.8465,-2.6812,1.0
ATH/USDT:USDT,EMA_RIB,1h,long,0.006465,0.000254,77.0,A,hunter,2026-02-28T00:58:54.023056+00:00,loss,-1.0172,2026-02-28T01:16:49.983917+00:00,2.0905,2.2476,8.9384,13.0708,3.7933,2.5051,3.9402,1.616,0.9998,74.88,12.23,1.0145,23.1274,3.5844,1.0167,0.5963,0.303,0.1007,1.0,18.141,25.701,0.8131,6.098,25.8285,1.0
ROBO/USDT:USDT,BB_BREAK,15m,long,0.04505,0.001492,82.1,A+,hunter,2026-02-28T01:20:51.173420+00:00,,0.0,,5.5153,3.0444,7.6383,11.6461,3.7233,2.7103,3.274,1.0686,1.0126,74.32,21.13,1.2545,14.8092,2.3594,1.3759,0.7024,0.1706,0.127,1.0,14.4158,17.1479,0.9443,15.9711,17.9769,1.0
XAUT/USDT:USDT,EMA_RIB,15m,long,5271.4,15.8142,79.9,A,hunter,2026-02-28T01:26:15.589013+00:00,,0.0,,0.0716,0.0789,0.1878,0.3158,0.1278,0.0734,0.1377,0.7737,2.1773,71.14,11.15,0.9204,0.5806,1.6107,0.8222,0.9839,0.0,0.0161,1.0,0.3546,0.5898,1.0,0.1424,0.486,1.0
PIPPIN/USDT:USDT,IB_BREAK,15m,long,0.6597,0.01624,88.7,A+,hunter,2026-02-28T01:28:23.018222+00:00,loss,-0.3331,2026-02-28T01:36:15.003614+00:00,0.9718,1.1999,2.6014,4.2638,1.6203,1.0235,2.4921,0.9077,0.9853,60.36,-2.04,0.9744,9.407,1.3116,1.5285,0.9809,0.0187,0.0004,1.0,5.9059,9.1008,0.9129,4.3154,8.2155,3.0
VVV/USDT:USDT,ENGULF,15m,long,4.7713,0.086855,93.0,A+,hunter,2026-02-28T01:44:43.184228+00:00,win,1.209,2026-02-28T02:12:16.828447+00:00,1.6733,1.2235,2.2074,3.6115,1.3738,1.0523,1.8153,1.1375,1.0013,62.67,3.8,0.975,9.0981,1.4536,1.4131,0.7726,0.0496,0.1778,1.0,4.0495,8.8544,0.9629,5.0359,5.9677,3.0
ZEC/USDT:USDT,BB_BREAK,15m,long,222.32,1.535188,84.8,A+,hunter,2026-02-28T02:22:32.252484+00:00,,0.0,,0.2658,0.0961,1.2074,1.4114,0.2016,0.1914,0.6889,1.0243,1.0034,65.34,19.87,1.2596,2.0829,1.8939,1.0328,0.6533,0.3467,0.0,1.0,2.7374,4.2546,0.8444,1.0004,2.2229,3.0
VVV/USDT:USDT,BB_BREAK,15m,long,5.0453,0.098276,86.4,A+,hunter,2026-02-28T02:37:00.922597+00:00,loss,-1.0985,2026-02-28T02:47:57.750277+00:00,4.251,2.5245,3.9932,6.9351,2.8289,2.0775,1.9449,1.2494,1.0033,73.88,18.74,1.056,13.6941,1.696,1.4582,0.584,0.349,0.0671,1.0,9.2821,14.1762,0.9322,7.7947,13.6699,1.0
TAO/USDT:USDT,DONCHIAN,15m,long,181.3,1.171806,85.5,A+,hunter,2026-02-28T02:37:04.432101+00:00,loss,-1.181,2026-02-28T02:52:38.939159+00:00,1.0071,0.6752,1.2793,2.0991,0.8094,0.6121,0.6495,1.0362,0.9951,77.37,14.64,1.0418,4.5973,0.9641,0.8066,0.9238,0.0762,0.0,1.0,2.234,5.5326,0.984,2.4758,4.1119,1.0
BNB/USDT:USDT,DONCHIAN,15m,long,615.2,1.8456,78.0,A,hunter,2026-02-28T03:27:27.121452+00:00,loss,-1.2839,2026-02-28T03:35:18.877910+00:00,0.2069,0.1275,0.1763,0.3248,0.1482,0.1029,0.2402,0.7833,1.2494,62.03,8.88,0.9508,0.7033,1.7167,0.6277,0.5714,0.2857,0.1429,1.0,0.4064,1.6745,0.9806,0.2281,0.6381,3.0
VVV/USDT:USDT,DONCHIAN,15m,long,5.1132,0.103065,84.2,A+,hunter,2026-02-28T03:38:16.607116+00:00,loss,-0.4077,2026-02-28T03:58:09.777409+00:00,3.7875,2.8575,2.6325,6.013,3.2938,2.2982,2.0068,1.2343,1.007,73.16,2.06,0.9402,14.802,1.7554,1.3266,0.1601,0.6892,0.1507,1.0,5.4175,13.8527,0.8757,9.7362,13.4465,1.0
PIPPIN/USDT:USDT,DONCHIAN,15m,long,0.69467,0.016982,78.5,A,hunter,2026-02-28T03:54:36.669955+00:00,,0.0,,3.0046,2.2111,2.647,5.3488,2.6321,1.7851,2.4738,1.0122,0.9865,68.07,8.56,0.9883,10.9688,0.7745,0.8304,0.7222,0.1302,0.1476,1.0,5.4263,10.1772,0.9757,2.9348,9.7569,3.0
PIPPIN/USDT:USDT,MTF_RSI,15m,short,0.66046,0.018334,74.0,A,hunter,2026-02-28T04:59:58.455511+00:00,loss,-1.1055,2026-02-28T05:05:34.691928+00:00,1.2151,1.652,-2.7101,-0.9117,1.8484,1.1343,2.7708,1.0953,0.9987,48.49,-13.34,0.4244,11.434,1.955,1.0572,0.7464,0.0127,0.241,-1.0,7.8383,11.6796,0.4519,0.1027,1.0062,-1.0
ARB/USDT:USDT,EMA_RIB,15m,short,0.09913,0.000557,75.5,A,hunter,2026-02-28T05:21:54.400561+00:00,,0.0,,0.0164,-0.1056,-0.1164,-0.2974,-0.1811,-0.112,0.5584,0.8329,1.0069,45.5,2.75,0.3137,1.9719,0.2649,0.9205,0.7,0.3,0.0,-1.0,0.9082,2.3713,0.2809,-0.402,-1.2456,1.0
PUMPFUN/USDT:USDT,EMA_RIB,1h,short,0.001812,3.5e-05,75.1,A,hunter,2026-02-28T05:38:22.854870+00:00,,0.0,,0.9654,0.2066,-0.2857,-0.33,-0.0445,0.0221,1.934,0.8811,1.0032,47.78,-1.44,0.484,6.378,0.5972,0.8465,0.8261,0.0181,0.1558,-1.0,3.0106,10.3992,0.3542,1.6535,-4.2197,-1.0
BNB/USDT:USDT,EMA_RIB,15m,short,610.8,1.8324,77.8,A,hunter,2026-02-28T05:43:51.864601+00:00,,0.0,,-0.218,-0.0788,-0.2517,-0.3099,-0.0583,-0.0598,0.2398,0.915,1.251,41.44,-7.96,-0.0562,0.6932,3.429,1.6767,0.5909,0.0,0.4091,-1.0,0.4912,0.8841,0.1667,-0.5698,-0.5212,3.0
ENA/USDT:USDT,EMA_RIB,1h,short,0.10165,0.001565,81.2,A+,hunter,2026-02-28T05:49:26.661928+00:00,,0.0,,0.0718,-0.3146,-1.2284,-1.9149,-0.695,-0.3608,1.5588,0.8609,0.9881,39.36,-8.53,0.1588,4.4146,0.572,0.3901,0.9157,0.0783,0.006,-1.0,2.6373,8.4629,0.2477,-0.4896,-4.1411,1.0
