symbol,strategy,tf,side,entry_price,stop_dist,conviction,grade,source,entry_ts,outcome,pnl_r,exit_ts,ema8_slope,ema21_slope,price_vs_ema8,price_vs_ema21,ema8_21_spread,ema_ribbon_width,atr_pct,atr_expansion,stop_atr_ratio,rsi,rsi_roc,bb_position,bb_width_pct,vol_ratio,vol_trend,body_ratio,upper_wick_ratio,lower_wick_ratio,body_direction,range_5bar_pct,range_20bar_pct,position_in_range,momentum_10,momentum_20,direction_alignment
XRP/USDT:USDT,TR_PULL,1h,short,1.3502,0.013909,80.0,A+,hunter,2026-02-24T22:53:21.822434+00:00,,0.0,,0.4499,0.2749,-0.0632,0.1563,0.2196,0.2127,1.0452,0.9041,0.9855,49.69,-7.03,0.7029,3.6073,0.4479,0.6153,0.1266,0.7595,0.1139,-1.0,1.3553,4.1102,0.6973,1.5339,1.4348,-1.0
PIPPIN/USDT:USDT,PIN_BAR,15m,long,0.81045,0.018442,67.9,A,hunter,2026-02-24T22:53:23.757615+00:00,win,1.6882,2026-02-24T22:53:33.846780+00:00,-1.0721,0.0589,-0.3494,0.203,0.5543,0.1333,2.3323,0.846,0.9738,51.88,0.35,0.4218,7.2833,0.3118,0.7095,0.1487,0.0283,0.823,1.0,2.4373,8.7897,0.3671,-3.7254,1.9358,-1.0
POWER/USDT:USDT,BB_BREAK,1h,long,0.75504,0.072827,93.8,A+,hunter,2026-02-24T22:53:25.641962+00:00,,0.0,,26.3914,12.1748,22.5711,36.3896,11.2739,8.3104,9.617,1.2777,1.002,69.68,17.28,1.0644,49.8319,1.2412,0.893,0.7619,0.1996,0.0385,1.0,35.8732,57.4888,0.9478,112.5482,49.8592,3.0
HYPE/USDT:USDT,EMA_RIB,15m,long,27.202,0.189642,81.0,A+,hunter,2026-02-24T22:53:27.767918+00:00,loss,-1.1078,2026-02-24T23:08:00.200407+00:00,0.1432,0.2153,0.1265,0.4272,0.3003,0.1614,0.6937,0.946,1.0051,57.61,2.5,0.7226,1.7,0.2302,0.632,0.4267,0.3467,0.2267,1.0,1.0624,1.8896,0.7121,0.2026,0.9725,3.0
RIVER/USDT:USDT,DONCHIAN,15m,short,8.744,0.201097,75.2,A,hunter,2026-02-24T22:53:29.649471+00:00,win,0.7441,2026-02-24T23:16:51.500263+00:00,-3.2067,-0.9969,-3.8597,-4.6198,-0.7907,-0.8556,2.3067,0.9717,0.996,35.24,-23.96,-0.1569,8.9949,1.0937,0.7156,0.8509,0.0,0.1491,-1.0,8.4428,13.1498,0.0295,-7.8049,-7.2382,3.0
BTC/USDT:USDT,TR_PULL,15m,long,64061.7,240.378689,86.9,A+,hunter,2026-02-24T22:58:50.373906+00:00,loss,-1.4311,2026-02-24T22:58:58.473764+00:00,-0.1123,-0.0247,-0.0736,-0.0719,0.0017,-0.0401,0.372,0.8235,1.0087,49.62,2.37,0.2778,1.1309,0.3898,0.465,0.0292,0.3372,0.6337,1.0,0.416,1.4282,0.2944,-0.6163,0.1958,-1.0
BTC/USDT:USDT,TR_PULL,1h,short,64031.1,525.830303,96.7,A+,hunter,2026-02-24T23:04:12.559637+00:00,loss,-1.4317,2026-02-24T23:04:22.563661+00:00,0.3022,0.1511,-0.0773,-0.0006,0.0768,0.1332,0.8402,0.8648,0.9777,46.5,-6.13,0.6776,3.3464,0.0192,0.5041,0.6983,0.2824,0.0193,-1.0,1.4295,3.5754,0.6925,0.9122,1.0556,-1.0
BTC/USDT:USDT,IB_BREAK,1h,short,63874.5,540.701732,93.0,A+,hunter,2026-02-24T23:09:34.579377+00:00,loss,-1.1207,2026-02-24T23:09:50.842348+00:00,0.2414,0.1262,-0.2897,-0.2489,0.0409,0.1047,0.8642,0.8861,0.9802,43.95,-8.68,0.601,3.325,0.1433,0.5259,0.8248,0.1075,0.0678,-1.0,1.4334,3.5852,0.6161,0.6366,0.7796,-1.0
ETH/USDT:USDT,TR_PULL,1h,short,1853.44,18.108006,89.9,A+,hunter,2026-02-24T23:09:36.646483+00:00,loss,-1.4879,2026-02-24T23:09:53.040363+00:00,0.4269,0.2106,0.0082,0.1831,0.1749,0.2024,0.9965,0.8782,0.9813,48.62,-1.3,0.7273,3.2358,0.0723,0.4686,0.9139,0.0,0.0861,-1.0,1.0476,3.6479,0.8108,0.9926,1.2123,-1.0
BTC/USDT:USDT,TR_PULL,1h,short,64018.6,540.701732,90.4,A+,hunter,2026-02-24T23:14:59.879043+00:00,loss,-0.506,2026-02-24T23:17:56.052087+00:00,0.3149,0.1562,-0.033,0.0512,0.0843,0.1392,0.8613,0.8861,0.9802,47.07,-5.56,0.6933,3.3529,0.2213,0.5395,0.149,0.1075,0.7435,-1.0,1.4287,3.5733,0.7085,0.9698,1.1132,-1.0
ETH/USDT:USDT,TR_PULL,1h,short,1855.54,18.108006,83.8,A+,hunter,2026-02-24T23:15:01.829411+00:00,,0.0,,0.4733,0.2295,0.1699,0.3724,0.2022,0.2241,0.9944,0.8782,0.9813,50.61,0.68,0.7846,3.2716,0.1099,0.4752,0.4779,0.0,0.5221,-1.0,1.0455,3.6403,0.8678,1.2026,1.4227,-1.0
BTC/USDT:USDT,TR_PULL,15m,long,64078.3,231.527032,97.4,A+,hunter,2026-02-24T23:20:23.497756+00:00,loss,-0.5053,2026-02-24T23:20:32.196282+00:00,-0.0842,-0.0214,-0.0092,-0.0122,-0.003,-0.039,0.3602,0.8196,1.0029,50.6,-2.8,0.3144,1.0954,0.2426,0.575,0.8243,0.1314,0.0443,1.0,0.5993,1.4276,0.3258,-0.1695,-0.381,-1.0
PIPPIN/USDT:USDT,EMA_RIB,15m,long,0.81567,0.017365,82.4,A+,hunter,2026-02-24T23:20:25.987213+00:00,win,1.5145,2026-02-24T23:20:34.313409+00:00,-0.4644,0.1478,0.2609,0.7335,0.4714,0.1031,2.1615,0.8143,0.9838,55.62,1.98,0.4562,6.0501,0.2222,0.4988,0.5328,0.3422,0.125,1.0,2.4236,8.6202,0.4236,-2.0429,2.6822,-1.0
BTC/USDT:USDT,TR_PULL,15m,long,64099.5,238.648461,88.4,A+,hunter,2026-02-24T23:25:48.062158+00:00,loss,-0.5054,2026-02-24T23:25:59.425863+00:00,-0.0845,-0.0216,-0.0103,-0.0135,-0.0032,-0.0391,0.37,0.8411,1.0063,50.56,-2.83,0.3132,1.0956,0.4748,0.6152,0.3309,0.651,0.0181,1.0,0.5993,1.4276,0.3248,-0.1709,-0.3823,-1.0
HYPE/USDT:USDT,BB_FADE,15m,short,27.298,0.190103,64.7,B,hunter,2026-02-24T23:34:15.872494+00:00,win,0.6762,2026-02-24T23:49:44.876429+00:00,0.3087,0.2784,0.1977,0.573,0.3745,0.2211,0.6952,0.9701,1.0019,59.77,4.61,0.8093,1.6393,0.4252,0.6224,0.5669,0.3937,0.0394,-1.0,1.5682,2.0006,0.7766,0.4305,1.4346,-1.0
RIVER/USDT:USDT,BB_FADE,15m,long,8.62,0.194541,91.9,A+,hunter,2026-02-24T23:34:18.112755+00:00,win,0.6699,2026-02-24T23:34:31.743436+00:00,-4.6407,-2.2252,-2.0216,-4.0581,-2.0785,-1.7607,2.2955,0.9563,0.9776,36.93,-7.53,0.0855,13.8526,0.435,1.0315,0.9096,0.0621,0.0282,1.0,7.2673,15.9073,0.1291,-7.4122,-5.4738,-1.0
SUI/USDT:USDT,TR_PULL,15m,short,0.8622,0.004143,68.5,A,hunter,2026-02-24T23:34:21.394327+00:00,loss,-1.5371,2026-02-24T23:34:33.697602+00:00,-0.0538,-0.0487,-0.0492,-0.1199,-0.0707,-0.0708,0.479,0.8437,1.0032,47.15,-2.24,0.326,1.3297,0.1705,0.5,0.0625,0.8125,0.125,-1.0,0.7887,1.531,0.3712,0.1626,-0.5307,1.0
ADA/USDT:USDT,TR_PULL,1h,short,0.2591,0.002565,77.9,A,hunter,2026-02-24T23:34:23.456560+00:00,,0.0,,-0.0177,-0.0277,-0.1527,-0.2287,-0.0761,0.0119,1.006,0.8877,0.9838,44.71,-5.83,0.5993,2.7006,0.7008,0.7657,0.0952,0.0952,0.8095,-1.0,1.7361,3.5494,0.6304,0.6211,0.5821,1.0
ZEC/USDT:USDT,PIN_BAR,1h,long,243.85,3.391955,71.9,A,hunter,2026-02-24T23:34:25.383913+00:00,loss,-1.04,2026-02-24T23:34:35.644652+00:00,1.1737,0.9982,0.3166,1.4201,1.1,0.8355,1.4109,0.985,0.9859,58.47,-9.16,0.7606,9.2595,0.4059,0.6159,0.2874,0.1255,0.587,1.0,2.1694,7.3078,0.8075,4.3521,4.4549,3.0
LA/USDT:USDT,EMA_RIB,15m,long,0.24793,0.009114,54.9,B,hunter,2026-02-24T23:39:51.024087+00:00,loss,-1.033,2026-02-25T00:03:37.725793+00:00,-4.3254,-0.1817,-1.7023,-0.3682,1.3572,0.4038,3.6732,1.4542,1.0009,51.7,-10.51,0.4408,21.9299,0.2498,0.6455,0.3333,0.1214,0.5453,1.0,7.9434,25.6737,0.2458,-2.2015,5.2122,-1.0
GPS/USDT:USDT,BB_FADE,15m,long,0.010102,0.000216,61.5,B,hunter,2026-02-24T23:39:52.871432+00:00,loss,-0.31,2026-02-24T23:40:55.860224+00:00,-0.3782,-0.945,-0.0669,-1.4511,-1.3851,-0.664,2.1053,0.7755,1.0142,40.29,2.25,0.4554,3.2782,1.115,1.0167,0.0266,0.1649,0.8085,1.0,3.1395,5.1401,0.5145,0.288,1.3755,1.0
AVAX/USDT:USDT,TR_PULL,1h,short,8.31,0.084674,80.2,A+,hunter,2026-02-24T23:39:54.890881+00:00,loss,-1.04,2026-02-24T23:40:06.124076+00:00,-0.2325,-0.1366,-0.2109,-0.3778,-0.1672,-0.0578,1.0402,0.8855,0.9798,42.77,-7.07,0.5128,2.209,0.3791,0.5395,0.0615,0.0154,0.9231,-1.0,2.0221,3.1295,0.5231,-0.0962,0.4959,3.0
KITE/USDT:USDT,TR_PULL,15m,long,0.25469,0.003549,78.3,A,hunter,2026-02-24T23:45:18.620026+00:00,loss,-0.236,2026-02-24T23:45:34.909763+00:00,-0.2998,-0.0229,-0.5034,-0.5058,-0.0024,-0.1198,1.3898,0.836,1.0019,46.62,-2.77,0.1426,3.3815,0.0136,0.53,0.9643,0.0,0.0357,1.0,1.7854,5.1167,0.1794,-0.6743,-1.3433,-1.0
PIPPIN/USDT:USDT,TR_PULL,15m,long,0.80661,0.016155,79.5,A,hunter,2026-02-25T00:28:31.284003+00:00,win,1.6856,2026-02-25T00:28:48.440842+00:00,-0.5584,-0.1247,-0.234,-0.2607,-0.0268,-0.1771,2.0298,0.803,0.9858,51.77,-3.92,0.2912,6.1489,0.4992,0.6146,0.4201,0.2513,0.3286,1.0,2.7198,7.3557,0.1625,-0.6436,-0.5567,-1.0
STEEM/USDT:USDT,BB_BREAK,15m,long,0.05828,0.001002,53.3,B,hunter,2026-02-25T00:28:35.451081+00:00,loss,-1.04,2026-02-25T00:28:50.399849+00:00,3.8253,1.0708,9.4185,10.8724,1.3288,1.2729,1.7391,1.4695,0.9897,78.2,43.64,1.4102,11.5322,5.9753,2.9041,0.9507,0.0493,0.0,1.0,13.0838,13.5646,0.9722,14.1513,10.2404,1.0
HYPE/USDT:USDT,EMA_RIB,15m,long,27.259,0.182844,73.3,A,hunter,2026-02-25T00:41:20.491505+00:00,,0.0,,-0.1266,0.0718,0.1644,0.3595,0.1948,0.086,0.6752,0.9268,0.9944,55.9,-7.65,0.6661,1.0724,0.4467,0.669,0.1071,0.5982,0.2946,1.0,1.3219,1.7075,0.6108,0.3723,0.125,1.0
RIVER/USDT:USDT,TR_PULL,15m,long,8.591,0.189091,63.0,B,hunter,2026-02-25T00:41:22.364518+00:00,,0.0,,-2.316,-1.8787,-1.1719,-3.4265,-2.2813,-1.7556,2.189,0.9275,1.0055,35.86,5.48,0.1914,17.2717,0.2434,0.914,0.039,0.3636,0.5974,1.0,3.4105,16.0517,0.0725,-5.2289,-7.054,-1.0
SUI/USDT:USDT,TR_PULL,15m,short,0.8632,0.003989,65.3,A,hunter,2026-02-25T00:56:04.340287+00:00,loss,-1.2648,2026-02-25T01:03:20.658652+00:00,-0.1299,-0.1165,0.2639,0.1815,-0.0822,-0.0621,0.4694,0.8623,0.984,52.84,6.44,0.5734,1.4826,0.964,1.0394,0.1304,0.087,0.7826,1.0,0.8221,1.598,0.5,0.0232,-0.4036,1.0
GPS/USDT:USDT,TR_PULL,15m,short,0.010177,0.00021,68.0,A,hunter,2026-02-25T01:07:01.022817+00:00,loss,-1.0872,2026-02-25T01:17:08.436438+00:00,1.0676,-0.1745,0.5693,-0.046,-0.6118,-0.1241,2.0896,0.8291,0.9877,47.8,13.05,0.7176,3.5869,0.2108,0.8061,0.1467,0.3467,0.5067,-1.0,5.6935,6.0175,0.6737,1.4945,0.3151,-1.0
AAVE/USDT:USDT,EMA_RIB,15m,long,117.36,0.804944,101.4,A+,hunter,2026-02-25T01:12:33.903999+00:00,loss,-1.3354,2026-02-25T01:12:43.836389+00:00,0.5763,0.2337,2.2717,2.6497,0.3696,0.2917,0.6942,1.1818,0.9864,72.15,21.45,1.4488,2.9408,7.1142,1.7887,0.9802,0.0,0.0198,1.0,3.1901,3.9387,1.0,2.8704,2.6817,1.0
TAO/USDT:USDT,BB_BREAK,15m,long,173.6,1.499779,79.8,A,hunter,2026-02-25T01:28:53.781098+00:00,loss,-0.7301,2026-02-25T01:44:57.289580+00:00,1.0427,0.2378,2.6452,3.0325,0.3773,0.3359,0.8716,1.3627,0.9915,71.36,38.17,1.2468,4.1462,3.2736,1.8629,0.6264,0.158,0.2155,1.0,5.2726,5.2726,0.9399,3.4577,2.293,1.0
LINK/USDT:USDT,MOM_SURGE,30m,long,8.52,0.074712,93.8,A+,portfolio,2026-02-25T01:30:02.930936+00:00,win,0.0072,2026-02-25T01:30:17.501463+00:00,0.804,0.3495,2.9281,3.4759,0.5322,0.4126,0.8827,1.2553,0.9934,77.44,27.51,1.5489,3.2243,7.7455,1.922,0.7725,0.2143,0.0132,1.0,5.0704,5.1526,0.8155,3.486,3.7759,1.0
BREV/USDT:USDT,MOM_SURGE,30m,long,0.13341,0.001615,74.1,A,portfolio,2026-02-25T01:30:04.877096+00:00,win,0.246,2026-02-25T01:30:19.458696+00:00,0.7119,0.4294,2.0403,2.6237,0.5717,0.3711,1.2144,1.0044,0.9966,68.29,11.32,1.3264,3.0315,2.5354,1.4503,0.8366,0.1585,0.0049,1.0,3.5679,4.1676,0.8831,3.3465,1.7543,3.0
WIF/USDT:USDT,MOM_SURGE,30m,long,0.20287,0.00233,66.3,A,portfolio,2026-02-25T01:30:06.882835+00:00,loss,-1.0804,2026-02-25T01:51:23.028809+00:00,0.5231,-0.0443,2.8878,2.9241,0.0354,0.0913,1.153,1.1951,0.9963,68.12,31.78,1.0719,4.6499,3.6806,1.3513,0.6836,0.236,0.0804,1.0,6.0679,6.0679,0.8115,3.2943,1.6077,3.0
HYPE/USDT:USDT,BB_BREAK,1h,long,27.642,0.395311,82.9,A+,hunter,2026-02-25T01:50:38.123895+00:00,,0.0,,1.0602,0.7618,1.4042,2.3779,0.9602,0.7461,1.4594,0.9632,0.9812,63.74,5.46,0.9983,5.6481,2.2604,0.9922,0.3654,0.6096,0.0249,1.0,3.7093,6.8934,0.8071,1.6983,5.2459,3.0
RIVER/USDT:USDT,EMA_RIB,15m,short,8.803,0.190804,81.6,A+,hunter,2026-02-25T01:56:07.189301+00:00,win,1.2103,2026-02-25T01:56:15.419070+00:00,1.0575,-0.3412,0.0425,-0.8383,-0.8804,-0.5304,2.1726,0.9528,0.999,46.17,9.13,0.4139,13.6301,0.7608,0.8484,0.6667,0.0109,0.3224,-1.0,5.4488,11.5914,0.2944,1.2555,-7.0031,-1.0
PIPPIN/USDT:USDT,EMA_RIB,15m,long,0.8132,0.016615,80.8,A+,hunter,2026-02-25T02:23:03.636836+00:00,,0.0,,0.8817,0.4517,-0.223,-0.0325,0.191,0.0828,2.0292,0.9482,1.009,50.41,-0.68,0.5185,3.9069,0.4552,1.2533,0.4253,0.1315,0.4432,1.0,4.8648,5.3293,0.3803,1.0308,0.0765,3.0
TAO/USDT:USDT,EMA_RIB,15m,long,173.6,1.416826,88.1,A+,hunter,2026-02-25T02:56:04.037909+00:00,loss,-1.1177,2026-02-25T03:20:07.480883+00:00,1.502,1.0125,0.6917,1.7626,1.0636,0.7943,0.8283,1.1655,0.9853,67.3,-0.31,0.8382,6.8589,0.3218,0.8748,0.6301,0.0,0.3699,1.0,1.6244,5.5818,0.8937,4.1267,3.0512,3.0
RIVER/USDT:USDT,DONCHIAN,15m,long,9.351,0.177049,84.0,A+,hunter,2026-02-25T04:22:44.183911+00:00,loss,-1.0665,2026-02-25T04:22:46.967137+00:00,2.2067,1.2275,2.1443,3.4988,1.3261,1.0623,1.9165,0.9311,0.9864,66.3,6.89,0.9722,9.9866,0.4113,0.7504,0.8707,0.0259,0.1034,1.0,3.5878,9.2365,0.9965,3.9055,7.8669,3.0
BNB/USDT:USDT,TR_PULL,15m,long,593.9,2.743844,82.0,A+,hunter,2026-02-25T04:22:46.598762+00:00,loss,-1.4108,2026-02-25T04:23:04.347805+00:00,-0.3196,0.0992,-0.1142,0.1699,0.2844,0.1509,0.4619,1.0225,1.0002,54.95,-7.57,0.5571,4.2736,0.6478,0.6544,0.2941,0.2941,0.4118,1.0,1.0608,3.4854,0.6184,-1.2142,1.6082,-1.0
ZEC/USDT:USDT,TR_PULL,15m,long,238.06,2.112823,77.1,A,hunter,2026-02-25T04:22:49.217896+00:00,win,0.2812,2026-02-25T04:36:45.661918+00:00,-1.9546,-0.9254,-1.1412,-1.9908,-0.8594,-0.6804,0.9029,1.1107,0.9832,32.94,-10.2,0.0863,5.6456,0.3625,1.2202,0.6545,0.1818,0.1636,1.0,2.7855,6.2012,0.1294,-4.0938,-2.1862,-1.0
HYPE/USDT:USDT,TR_PULL,15m,long,27.048,0.215259,82.1,A+,hunter,2026-02-25T04:28:14.185171+00:00,loss,-0.5828,2026-02-25T04:28:29.017275+00:00,-1.2285,-0.5076,-0.4625,-0.8246,-0.3638,-0.3327,0.7966,1.0553,0.9986,42.22,-7.07,0.227,4.137,0.6763,1.0702,0.2159,0.4148,0.3693,1.0,2.0067,4.2203,0.2005,-2.4021,-0.6097,-1.0
KITE/USDT:USDT,EMA_RIB,15m,long,0.26449,0.004273,82.4,A+,hunter,2026-02-25T04:28:19.211119+00:00,loss,-0.2015,2026-02-25T04:28:31.184349+00:00,-0.1975,0.2472,0.2948,0.7385,0.4424,0.2123,1.6115,1.0603,1.0026,54.86,1.92,0.608,6.3311,0.8709,0.6582,0.5907,0.0765,0.3328,1.0,3.2367,6.5943,0.59,-1.6401,3.8848,-1.0
ENSO/USDT:USDT,EMA_RIB,15m,long,2.8981,0.072089,85.4,A+,hunter,2026-02-25T04:39:07.651437+00:00,win,1.6482,2026-02-25T05:01:06.799336+00:00,1.9734,1.3397,2.3096,4.0291,1.6806,1.2366,2.4815,1.053,1.0046,65.41,-0.48,0.9938,8.8965,0.6457,1.1326,0.6818,0.1088,0.2094,1.0,6.2837,11.651,0.8563,7.7508,8.2753,3.0
ENSO/USDT:USDT,EMA_RIB,15m,long,2.9744,0.084517,85.9,A+,hunter,2026-02-25T06:17:13.657250+00:00,win,0.0675,2026-02-25T07:16:54.027755+00:00,2.064,2.1258,1.0108,3.3964,2.3617,1.5772,2.8201,1.1451,1.0085,60.08,-9.3,0.7744,14.977,0.1609,1.3965,0.8532,0.1468,0.0,1.0,9.7247,16.6835,0.639,4.0218,7.9791,3.0
TAO/USDT:USDT,TR_PULL,15m,long,171.57,1.290073,89.9,A+,hunter,2026-02-25T07:22:02.145311+00:00,,0.0,,-0.4007,-0.1462,-0.0487,-0.1517,-0.103,-0.1327,0.744,0.9486,1.0105,49.27,-0.5,0.2805,2.5131,0.5552,0.6005,0.6349,0.2143,0.1508,1.0,1.2705,2.7975,0.2667,-1.2773,-0.901,-1.0
ENSO/USDT:USDT,TR_PULL,15m,long,2.8064,0.09128,96.0,A+,hunter,2026-02-25T09:43:24.307444+00:00,win,0.0677,2026-02-25T09:43:36.994132+00:00,-4.6737,-2.0846,-0.3834,-1.9148,-1.5373,-1.3919,3.2426,1.0682,1.0,45.62,-5.66,0.2305,15.4076,0.9016,1.1979,0.8823,0.0378,0.0799,1.0,9.4633,17.0545,0.3008,-5.7234,-5.2155,-1.0
LA/USDT:USDT,EMA_RIB,15m,long,0.25134,0.004577,74.8,A,hunter,2026-02-25T09:43:27.507836+00:00,loss,-0.8963,2026-02-25T09:43:39.104388+00:00,-0.2224,0.1052,0.8397,1.1352,0.293,0.2189,1.9354,0.8868,0.9409,55.37,0.91,0.7913,4.1196,0.3537,1.3215,0.8652,0.0,0.1348,1.0,4.2333,5.7492,0.6851,1.1673,2.4247,1.0
ETH/USDT:USDT,EMA_RIB,15m,long,1939.89,8.413366,84.0,A+,hunter,2026-02-25T12:35:25.188815+00:00,win,1.2878,2026-02-25T12:54:40.900083+00:00,0.7232,0.4768,0.6234,1.189,0.5622,0.3981,0.4478,0.9267,0.9689,77.33,10.05,1.0024,2.5755,0.7128,1.4782,0.3371,0.3876,0.2753,1.0,1.1731,2.7582,0.9583,1.4283,2.4816,1.0
HYPE/USDT:USDT,EMA_RIB,15m,long,27.329,0.176157,74.3,A,hunter,2026-02-25T12:35:29.445409+00:00,win,0.737,2026-02-25T12:55:22.096121+00:00,0.8087,0.3554,0.743,1.0687,0.3233,0.2905,0.6478,1.0697,0.995,64.57,8.47,1.1081,2.1728,0.4994,1.3675,0.4438,0.0355,0.5207,1.0,1.6101,2.5798,0.8553,1.8258,1.5797,3.0
AVAX/USDT:USDT,BB_BREAK,15m,long,9.226,0.0682,98.4,A+,hunter,2026-02-25T12:35:35.316741+00:00,win,1.067,2026-02-25T12:55:02.862704+00:00,2.5541,1.6926,2.3022,4.3087,1.9613,1.3849,0.7524,1.3019,0.9835,91.86,7.58,1.0693,8.1102,5.4679,2.288,0.7009,0.243,0.0561,1.0,3.7869,7.6389,0.9631,5.1575,7.5128,1.0
SOL/USDT:USDT,EMA_RIB,15m,long,83.5,0.383615,77.0,A,hunter,2026-02-25T12:46:23.514439+00:00,win,0.85,2026-02-25T12:54:44.193854+00:00,0.6104,0.4415,0.4297,0.9438,0.5119,0.3476,0.4824,0.9039,0.952,68.97,1.16,0.9841,2.0257,0.3789,1.478,0.2609,0.5652,0.1739,1.0,0.9459,2.1193,0.9266,1.0526,1.8785,3.0
PIPPIN/USDT:USDT,MTF_RSI,15m,long,0.76438,0.013192,78.5,A,hunter,2026-02-25T12:46:27.094679+00:00,loss,-0.6204,2026-02-25T13:02:05.140700+00:00,-0.102,-0.6275,-0.1149,-1.1057,-0.992,-0.5759,1.7286,0.9903,0.9989,42.09,8.07,0.3203,5.8385,0.057,1.711,0.7461,0.2508,0.0031,1.0,5.306,6.7405,0.3437,0.0065,-3.5011,1.0
XRP/USDT:USDT,EMA_RIB,15m,long,1.3985,0.006341,95.8,A+,hunter,2026-02-25T12:57:09.760492+00:00,win,0.859,2026-02-25T13:30:51.093565+00:00,0.7934,0.47,0.8017,1.3535,0.5474,0.4012,0.4658,0.9836,0.9731,76.96,12.03,1.0944,2.4479,1.9859,1.506,0.4857,0.3619,0.1524,1.0,1.6083,2.9164,0.9069,1.7011,2.5961,1.0
POWER/USDT:USDT,BB_BREAK,15m,long,0.78969,0.027446,94.6,A+,hunter,2026-02-25T13:13:27.884271+00:00,win,0.1127,2026-02-25T13:15:57.385436+00:00,3.0685,2.132,3.6784,6.5168,2.7377,1.8898,3.4606,0.9196,1.003,68.95,9.96,1.0723,11.9019,4.3856,1.9506,0.0826,0.1662,0.7512,1.0,8.0154,12.467,0.906,6.3409,9.2274,3.0
ZEC/USDT:USDT,BB_BREAK,15m,long,243.25,1.766045,84.5,A+,hunter,2026-02-25T13:24:23.843477+00:00,,0.0,,0.9632,0.4329,1.0424,1.4522,0.4056,0.3445,0.7413,1.0506,0.9789,64.73,16.74,1.0755,2.6405,1.8595,1.4766,0.7325,0.231,0.0365,1.0,2.2518,3.1147,0.8997,2.7009,2.6749,3.0
TAO/USDT:USDT,EMA_RIB,15m,long,179.09,1.391818,91.8,A+,hunter,2026-02-25T13:29:52.743958+00:00,win,0.7349,2026-02-25T13:51:09.975575+00:00,0.7649,0.6449,0.5402,1.3024,0.758,0.4947,0.793,1.0192,0.9807,68.08,4.52,0.912,2.8914,0.8136,1.2515,0.5789,0.2782,0.1429,1.0,1.5925,4.1015,0.906,1.925,3.0282,3.0
HYPE/USDT:USDT,EMA_RIB,15m,long,27.581,0.196519,93.3,A+,hunter,2026-02-25T13:40:41.044698+00:00,win,0.8534,2026-02-25T14:12:02.538480+00:00,1.2333,0.7203,0.6579,1.3755,0.7129,0.5515,0.7172,1.1514,0.9934,65.41,6.36,0.9375,4.0323,0.2084,1.5635,0.9355,0.0323,0.0323,1.0,1.8997,3.4949,0.89,1.9403,2.1517,3.0
ETH/USDT:USDT,BB_BREAK,1h,long,1965.62,21.134704,88.2,A+,hunter,2026-02-25T13:46:06.798121+00:00,loss,-0.2377,2026-02-25T14:40:03.684390+00:00,1.8302,1.2068,2.0052,3.5026,1.4679,1.0487,1.0819,1.0071,0.9934,74.72,12.47,1.0303,7.0004,1.3384,1.0333,0.7701,0.1737,0.0562,1.0,3.202,6.3761,0.9756,3.2006,6.0758,1.0
BNB/USDT:USDT,EMA_RIB,15m,long,614.3,2.180745,87.9,A+,hunter,2026-02-25T13:46:13.033868+00:00,loss,-0.3907,2026-02-25T13:51:28.675804+00:00,0.8809,0.6626,0.519,1.292,0.769,0.5257,0.3539,1.0057,1.0027,83.58,6.19,0.9511,3.0626,0.0118,1.0108,1.0,0.0,0.0,1.0,0.9927,2.4898,0.9542,1.6879,2.1443,1.0
RIVER/USDT:USDT,EMA_RIB,15m,long,9.378,0.135059,90.7,A+,hunter,2026-02-25T13:51:38.274998+00:00,,0.0,,0.2798,0.3642,-0.1331,0.2676,0.4013,0.2293,1.4349,0.8779,1.002,54.1,-8.08,0.5859,2.5771,0.6414,0.9997,0.5811,0.0811,0.3378,1.0,2.2568,3.6193,0.5853,0.8373,0.7832,3.0
AVAX/USDT:USDT,BB_BREAK,1h,long,9.419,0.136506,102.1,A+,hunter,2026-02-25T13:57:06.929973+00:00,win,0.8693,2026-02-25T15:51:43.348518+00:00,5.1467,2.8067,5.0736,8.3583,3.126,2.3275,1.4535,1.3302,0.9972,84.0,22.36,1.1602,13.2001,3.3795,2.1483,0.5468,0.4532,0.0,1.0,9.4818,13.3999,0.9271,10.4103,12.2259,1.0
SOL/USDT:USDT,EMA_RIB,15m,long,84.45,0.477595,88.6,A+,hunter,2026-02-25T14:23:55.432853+00:00,loss,-1.133,2026-02-25T14:36:09.441383+00:00,0.7228,0.5569,0.6878,1.3697,0.6772,0.4627,0.562,1.1587,1.0063,72.27,7.75,1.0031,2.9445,1.0861,1.1695,0.5345,0.3276,0.1379,1.0,1.4328,2.913,0.9228,1.8083,2.6373,1.0
XRP/USDT:USDT,EMA_RIB,15m,long,1.4303,0.008774,93.9,A+,hunter,2026-02-25T14:50:46.305958+00:00,win,0.6766,2026-02-25T15:02:13.236722+00:00,1.1551,0.9058,1.0965,2.1917,1.0834,0.7481,0.6102,1.3459,1.0054,80.95,-1.35,0.9888,4.9825,1.3826,1.6091,0.7802,0.2198,0.0,1.0,1.615,4.3417,0.9356,2.6114,3.5999,1.0
